PRISM Time Series Data
Locations: 157
"Climate variables: ppt,tmin,tmax"
Spatial resolution: 4km
Period: 2022-01-01 - 2022-08-30
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmax (degrees F)
Location 1,-117.1219,32.5390,26,2022-02-05,0.00,43.3,65.5
Location 1,-117.1219,32.5390,26,2022-02-06,0.00,44.2,66.5
Location 1,-117.1219,32.5390,26,2022-02-07,0.00,44.1,71.2
Location 1,-117.1219,32.5390,26,2022-02-08,0.00,49.7,73.4
Location 1,-117.1219,32.5390,26,2022-02-09,0.00,50.2,74.7
Location 1,-117.1219,32.5390,26,2022-02-10,0.00,51.7,78.8
Location 1,-117.1219,32.5390,26,2022-02-11,0.00,55.3,79.5
Location 1,-117.1219,32.5390,26,2022-02-12,0.00,55.0,79.6
Location 1,-117.1219,32.5390,26,2022-02-13,0.00,54.4,89.4
Location 1,-117.1219,32.5390,26,2022-02-14,0.00,53.8,83.0
Location 1,-117.1219,32.5390,26,2022-02-15,0.00,51.8,71.5
Location 1,-117.1219,32.5390,26,2022-02-16,0.17,47.1,58.8
Location 1,-117.1219,32.5390,26,2022-02-17,0.00,44.7,60.4
Location 1,-117.1219,32.5390,26,2022-02-18,0.00,45.4,69.1
Location 1,-117.1219,32.5390,26,2022-02-19,0.00,45.4,68.1
Location 1,-117.1219,32.5390,26,2022-02-20,0.00,45.9,65.2
Location 1,-117.1219,32.5390,26,2022-02-21,0.00,47.8,59.7
Location 1,-117.1219,32.5390,26,2022-02-22,0.00,53.2,60.5
Location 1,-117.1219,32.5390,26,2022-02-23,0.50,48.4,58.9
Location 1,-117.1219,32.5390,26,2022-02-24,0.00,43.1,55.0
Location 1,-117.1219,32.5390,26,2022-02-25,0.00,40.9,58.4
Location 1,-117.1219,32.5390,26,2022-02-26,0.00,40.6,58.4
Location 1,-117.1219,32.5390,26,2022-02-27,0.00,43.2,66.2
Location 1,-117.1219,32.5390,26,2022-02-28,0.00,47.3,68.3
Location 1,-117.1219,32.5390,26,2022-03-01,0.00,49.0,74.2
Location 1,-117.1219,32.5390,26,2022-03-02,0.00,48.6,70.8
Location 1,-117.1219,32.5390,26,2022-03-03,0.00,45.0,71.8
Location 1,-117.1219,32.5390,26,2022-03-04,0.38,48.2,62.6
Location 1,-117.1219,32.5390,26,2022-03-05,0.22,52.7,61.7
Location 1,-117.1219,32.5390,26,2022-03-06,0.00,48.8,59.9
Location 1,-117.1219,32.5390,26,2022-03-07,0.00,45.1,60.3
Location 1,-117.1219,32.5390,26,2022-03-08,0.00,43.8,62.5
Location 1,-117.1219,32.5390,26,2022-03-09,0.00,42.6,64.9
Location 1,-117.1219,32.5390,26,2022-03-10,0.00,45.9,62.3
Location 1,-117.1219,32.5390,26,2022-03-11,0.00,47.8,62.2
Location 1,-117.1219,32.5390,26,2022-03-12,0.00,45.1,67.2
Location 1,-117.1219,32.5390,26,2022-03-13,0.00,44.5,68.7
Location 1,-117.1219,32.5390,26,2022-03-14,0.00,46.9,62.5
Location 1,-117.1219,32.5390,26,2022-03-15,0.00,47.7,64.5
Location 1,-117.1219,32.5390,26,2022-03-16,0.00,48.5,63.5
Location 1,-117.1219,32.5390,26,2022-03-17,0.00,50.2,65.3
Location 1,-117.1219,32.5390,26,2022-03-18,0.00,49.0,73.3
Location 1,-117.1219,32.5390,26,2022-03-19,0.00,46.3,68.0
Location 1,-117.1219,32.5390,26,2022-03-20,0.20,52.8,64.7
Location 1,-117.1219,32.5390,26,2022-03-21,0.02,49.5,63.5
Location 1,-117.1219,32.5390,26,2022-03-22,0.00,49.5,63.4
Location 1,-117.1219,32.5390,26,2022-03-23,0.00,53.1,71.8
Location 1,-117.1219,32.5390,26,2022-03-24,0.00,55.3,86.1
Location 1,-117.1219,32.5390,26,2022-03-25,0.00,53.0,73.6
Location 1,-117.1219,32.5390,26,2022-03-26,0.00,54.3,64.4
Location 1,-117.1219,32.5390,26,2022-03-27,0.00,55.5,62.5
Location 1,-117.1219,32.5390,26,2022-03-28,0.00,55.8,63.2
Location 1,-117.1219,32.5390,26,2022-03-29,1.02,52.8,69.3
Location 1,-117.1219,32.5390,26,2022-03-30,0.00,51.2,62.8
Location 1,-117.1219,32.5390,26,2022-03-31,0.00,55.3,62.7
Location 1,-117.1219,32.5390,26,2022-04-01,0.00,54.7,62.8
Location 1,-117.1219,32.5390,26,2022-04-02,0.00,54.7,64.5
Location 1,-117.1219,32.5390,26,2022-04-03,0.02,58.1,62.4
Location 1,-117.1219,32.5390,26,2022-04-04,0.00,57.5,62.9
Location 1,-117.1219,32.5390,26,2022-04-05,0.00,52.2,64.3
Location 1,-117.1219,32.5390,26,2022-04-06,0.00,50.3,63.6
Location 1,-117.1219,32.5390,26,2022-04-07,0.00,51.6,65.9
Location 1,-117.1219,32.5390,26,2022-04-08,0.00,56.6,79.6
Location 1,-117.1219,32.5390,26,2022-04-09,0.00,58.1,91.0
Location 1,-117.1219,32.5390,26,2022-04-10,0.00,54.5,67.0
Location 1,-117.1219,32.5390,26,2022-04-11,0.00,58.2,66.3
Location 1,-117.1219,32.5390,26,2022-04-12,0.00,54.4,65.2
Location 1,-117.1219,32.5390,26,2022-04-13,0.00,49.5,65.6
Location 1,-117.1219,32.5390,26,2022-04-14,0.00,46.4,65.3
Location 1,-117.1219,32.5390,26,2022-04-15,0.00,46.7,63.6
Location 1,-117.1219,32.5390,26,2022-04-16,0.00,50.8,64.9
Location 1,-117.1219,32.5390,26,2022-04-17,0.01,55.8,64.8
Location 1,-117.1219,32.5390,26,2022-04-18,0.00,53.7,64.9
Location 1,-117.1219,32.5390,26,2022-04-19,0.00,51.5,65.6
Location 1,-117.1219,32.5390,26,2022-04-20,0.00,52.9,66.4
Location 1,-117.1219,32.5390,26,2022-04-21,0.00,51.3,66.6
Location 1,-117.1219,32.5390,26,2022-04-22,0.10,50.1,64.5
Location 1,-117.1219,32.5390,26,2022-04-23,0.00,50.1,65.5
Location 1,-117.1219,32.5390,26,2022-04-24,0.00,48.3,64.3
Location 1,-117.1219,32.5390,26,2022-04-25,0.00,53.1,73.0
Location 1,-117.1219,32.5390,26,2022-04-26,0.00,52.1,83.4
Location 1,-117.1219,32.5390,26,2022-04-27,0.00,50.1,67.2
Location 1,-117.1219,32.5390,26,2022-04-28,0.00,56.1,65.0
Location 1,-117.1219,32.5390,26,2022-04-29,0.00,54.6,63.9
Location 1,-117.1219,32.5390,26,2022-04-30,0.00,50.9,63.7
Location 1,-117.1219,32.5390,26,2022-05-01,0.00,50.9,65.0
Location 1,-117.1219,32.5390,26,2022-05-02,0.00,56.6,64.8
Location 1,-117.1219,32.5390,26,2022-05-03,0.00,56.5,63.5
Location 1,-117.1219,32.5390,26,2022-05-04,0.00,50.0,62.4
Location 1,-117.1219,32.5390,26,2022-05-05,0.00,49.9,64.8
Location 1,-117.1219,32.5390,26,2022-05-06,0.00,56.1,67.2
Location 1,-117.1219,32.5390,26,2022-05-07,0.00,57.6,62.9
Location 1,-117.1219,32.5390,26,2022-05-08,0.00,58.6,64.5
Location 1,-117.1219,32.5390,26,2022-05-09,0.00,56.8,64.7
Location 1,-117.1219,32.5390,26,2022-05-10,0.00,50.1,64.4
Location 1,-117.1219,32.5390,26,2022-05-11,0.00,48.9,64.3
Location 1,-117.1219,32.5390,26,2022-05-12,0.00,48.7,63.3
Location 1,-117.1219,32.5390,26,2022-05-13,0.00,48.7,69.9
Location 1,-117.1219,32.5390,26,2022-05-14,0.00,53.7,75.3
Location 1,-117.1219,32.5390,26,2022-05-15,0.00,55.3,77.5
Location 1,-117.1219,32.5390,26,2022-05-16,0.00,55.1,64.8
Location 1,-117.1219,32.5390,26,2022-05-17,0.00,58.0,63.6
Location 1,-117.1219,32.5390,26,2022-05-18,0.00,57.1,63.8
Location 1,-117.1219,32.5390,26,2022-05-19,0.00,57.5,63.5
Location 1,-117.1219,32.5390,26,2022-05-20,0.02,58.5,64.6
Location 1,-117.1219,32.5390,26,2022-05-21,0.00,57.5,65.9
Location 1,-117.1219,32.5390,26,2022-05-22,0.00,57.9,65.2
Location 1,-117.1219,32.5390,26,2022-05-23,0.00,58.7,66.3
Location 1,-117.1219,32.5390,26,2022-05-24,0.00,58.6,62.8
Location 1,-117.1219,32.5390,26,2022-05-25,0.00,52.8,64.2
Location 1,-117.1219,32.5390,26,2022-05-26,0.00,52.8,64.3
Location 1,-117.1219,32.5390,26,2022-05-27,0.00,60.8,66.1
Location 1,-117.1219,32.5390,26,2022-05-28,0.00,60.7,66.5
Location 1,-117.1219,32.5390,26,2022-05-29,0.00,59.2,65.5
Location 1,-117.1219,32.5390,26,2022-05-30,0.00,58.1,66.7
Location 1,-117.1219,32.5390,26,2022-05-31,0.00,59.7,65.5
Location 1,-117.1219,32.5390,26,2022-06-01,0.00,56.1,65.5
Location 1,-117.1219,32.5390,26,2022-06-02,0.00,56.0,65.4
Location 1,-117.1219,32.5390,26,2022-06-03,0.00,58.2,65.2
Location 1,-117.1219,32.5390,26,2022-06-04,0.00,59.8,65.5
Location 1,-117.1219,32.5390,26,2022-06-05,0.00,62.0,68.1
Location 1,-117.1219,32.5390,26,2022-06-06,0.00,61.5,68.3
Location 1,-117.1219,32.5390,26,2022-06-07,0.00,61.8,68.4
Location 1,-117.1219,32.5390,26,2022-06-08,0.00,59.9,66.4
Location 1,-117.1219,32.5390,26,2022-06-09,0.00,61.6,67.2
Location 1,-117.1219,32.5390,26,2022-06-10,0.00,58.9,69.0
Location 1,-117.1219,32.5390,26,2022-06-11,0.00,59.4,67.3
Location 1,-117.1219,32.5390,26,2022-06-12,0.00,61.1,68.3
Location 1,-117.1219,32.5390,26,2022-06-13,0.00,61.9,67.8
Location 1,-117.1219,32.5390,26,2022-06-14,0.00,62.2,67.7
Location 1,-117.1219,32.5390,26,2022-06-15,0.00,58.6,67.9
Location 1,-117.1219,32.5390,26,2022-06-16,0.00,60.8,66.6
Location 1,-117.1219,32.5390,26,2022-06-17,0.00,61.8,67.3
Location 1,-117.1219,32.5390,26,2022-06-18,0.00,59.3,67.6
Location 1,-117.1219,32.5390,26,2022-06-19,0.00,54.5,66.9
Location 1,-117.1219,32.5390,26,2022-06-20,0.00,54.4,70.5
Location 1,-117.1219,32.5390,26,2022-06-21,0.00,56.7,73.6
Location 1,-117.1219,32.5390,26,2022-06-22,0.00,60.4,69.2
Location 1,-117.1219,32.5390,26,2022-06-23,0.00,62.8,72.1
Location 1,-117.1219,32.5390,26,2022-06-24,0.00,60.6,73.1
Location 1,-117.1219,32.5390,26,2022-06-25,0.00,59.1,71.3
Location 1,-117.1219,32.5390,26,2022-06-26,0.00,60.4,69.2
Location 1,-117.1219,32.5390,26,2022-06-27,0.00,59.1,69.3
Location 1,-117.1219,32.5390,26,2022-06-28,0.00,59.4,71.0
Location 1,-117.1219,32.5390,26,2022-06-29,0.00,62.7,72.0
Location 1,-117.1219,32.5390,26,2022-06-30,0.00,64.9,71.2
Location 1,-117.1219,32.5390,26,2022-07-01,0.00,64.8,71.7
Location 1,-117.1219,32.5390,26,2022-07-02,0.00,66.1,70.6
Location 1,-117.1219,32.5390,26,2022-07-03,0.00,64.3,71.2
Location 1,-117.1219,32.5390,26,2022-07-04,0.00,62.8,69.6
Location 1,-117.1219,32.5390,26,2022-07-05,0.00,59.5,68.7
Location 1,-117.1219,32.5390,26,2022-07-06,0.00,63.9,69.9
Location 1,-117.1219,32.5390,26,2022-07-07,0.00,65.3,71.5
Location 1,-117.1219,32.5390,26,2022-07-08,0.00,64.6,69.7
Location 1,-117.1219,32.5390,26,2022-07-09,0.00,64.2,70.4
Location 1,-117.1219,32.5390,26,2022-07-10,0.00,62.5,72.0
Location 1,-117.1219,32.5390,26,2022-07-11,0.00,62.8,69.6
Location 1,-117.1219,32.5390,26,2022-07-12,0.00,63.5,69.3
Location 1,-117.1219,32.5390,26,2022-07-13,0.00,62.2,69.5
Location 1,-117.1219,32.5390,26,2022-07-14,0.00,64.0,69.7
Location 1,-117.1219,32.5390,26,2022-07-15,0.00,63.5,70.4
Location 1,-117.1219,32.5390,26,2022-07-16,0.00,63.7,68.5
Location 1,-117.1219,32.5390,26,2022-07-17,0.00,63.2,68.6
Location 1,-117.1219,32.5390,26,2022-07-18,0.00,63.2,70.5
Location 1,-117.1219,32.5390,26,2022-07-19,0.00,62.6,71.7
Location 1,-117.1219,32.5390,26,2022-07-20,0.00,65.1,73.1
Location 1,-117.1219,32.5390,26,2022-07-21,0.00,63.2,72.0
Location 1,-117.1219,32.5390,26,2022-07-22,0.00,60.3,73.6
Location 1,-117.1219,32.5390,26,2022-07-23,0.00,62.1,70.4
Location 1,-117.1219,32.5390,26,2022-07-24,0.00,64.3,70.7
Location 1,-117.1219,32.5390,26,2022-07-25,0.00,65.3,70.7
Location 1,-117.1219,32.5390,26,2022-07-26,0.00,64.6,71.3
Location 1,-117.1219,32.5390,26,2022-07-27,0.00,65.8,72.4
Location 1,-117.1219,32.5390,26,2022-07-28,0.00,65.1,72.2
Location 1,-117.1219,32.5390,26,2022-07-29,0.00,64.7,71.5
Location 1,-117.1219,32.5390,26,2022-07-30,0.00,64.9,70.4
Location 1,-117.1219,32.5390,26,2022-07-31,0.00,66.1,73.5
Location 1,-117.1219,32.5390,26,2022-08-01,0.00,66.2,75.1
Location 1,-117.1219,32.5390,26,2022-08-02,0.00,67.0,75.3
Location 1,-117.1219,32.5390,26,2022-08-03,0.00,67.1,75.6
Location 1,-117.1219,32.5390,26,2022-08-04,0.00,65.3,73.8
Location 1,-117.1219,32.5390,26,2022-08-05,0.00,64.5,73.8
Location 1,-117.1219,32.5390,26,2022-08-06,0.00,65.2,76.4
Location 1,-117.1219,32.5390,26,2022-08-07,0.00,63.9,73.4
Location 1,-117.1219,32.5390,26,2022-08-08,0.00,63.5,75.5
Location 1,-117.1219,32.5390,26,2022-08-09,0.00,63.9,74.9
Location 1,-117.1219,32.5390,26,2022-08-10,0.00,66.7,77.9
Location 1,-117.1219,32.5390,26,2022-08-11,0.00,65.3,80.0
Location 1,-117.1219,32.5390,26,2022-08-12,0.00,65.6,78.3
Location 1,-117.1219,32.5390,26,2022-08-13,0.00,67.0,76.9
Location 1,-117.1219,32.5390,26,2022-08-14,0.00,66.0,75.5
Location 1,-117.1219,32.5390,26,2022-08-15,0.00,66.4,75.4
Location 1,-117.1219,32.5390,26,2022-08-16,0.00,63.9,75.2
Location 1,-117.1219,32.5390,26,2022-08-17,0.00,64.0,75.7
Location 1,-117.1219,32.5390,26,2022-08-18,0.00,64.3,76.6
Location 1,-117.1219,32.5390,26,2022-08-19,0.00,66.7,77.0
Location 1,-117.1219,32.5390,26,2022-08-20,0.00,65.5,74.2
Location 1,-117.1219,32.5390,26,2022-08-21,0.00,65.0,74.4
Location 1,-117.1219,32.5390,26,2022-08-22,0.00,64.8,73.2
Location 1,-117.1219,32.5390,26,2022-08-23,0.00,67.0,76.2
Location 1,-117.1219,32.5390,26,2022-08-24,0.00,67.0,73.3
Location 1,-117.1219,32.5390,26,2022-08-25,0.00,67.1,74.7
Location 1,-117.1219,32.5390,26,2022-08-26,0.00,66.9,74.9
Location 1,-117.1219,32.5390,26,2022-08-27,0.00,67.6,77.2
Location 1,-117.1219,32.5390,26,2022-08-28,0.00,67.9,74.3
Location 1,-117.1219,32.5390,26,2022-08-29,0.00,68.2,73.3
Location 1,-117.1219,32.5390,26,2022-08-30,0.00,68.0,75.2

Location 2,-117.0862,32.5453,190,2022-01-01,0.00,51.9,60.5
Location 2,-117.0862,32.5453,190,2022-01-02,0.00,48.4,61.1
Location 2,-117.0862,32.5453,190,2022-01-03,0.00,46.1,65.4
Location 2,-117.0862,32.5453,190,2022-01-04,0.00,45.0,58.3
Location 2,-117.0862,32.5453,190,2022-01-05,0.00,44.9,57.9
Location 2,-117.0862,32.5453,190,2022-01-06,0.00,45.4,61.9
Location 2,-117.0862,32.5453,190,2022-01-07,0.00,47.2,63.0
Location 2,-117.0862,32.5453,190,2022-01-08,0.00,49.2,58.2
Location 2,-117.0862,32.5453,190,2022-01-09,0.00,49.5,60.2
Location 2,-117.0862,32.5453,190,2022-01-10,0.00,48.4,68.6
Location 2,-117.0862,32.5453,190,2022-01-11,0.00,53.3,70.1
Location 2,-117.0862,32.5453,190,2022-01-12,0.00,56.9,77.1
Location 2,-117.0862,32.5453,190,2022-01-13,0.00,53.9,73.8
Location 2,-117.0862,32.5453,190,2022-01-14,0.00,54.9,71.2
Location 2,-117.0862,32.5453,190,2022-01-15,0.00,54.6,70.1
Location 2,-117.0862,32.5453,190,2022-01-16,0.03,55.4,69.7
Location 2,-117.0862,32.5453,190,2022-01-17,0.00,55.5,67.1
Location 2,-117.0862,32.5453,190,2022-01-18,0.14,54.6,64.4
Location 2,-117.0862,32.5453,190,2022-01-19,0.00,55.3,61.1
Location 2,-117.0862,32.5453,190,2022-01-20,0.00,50.8,62.2
Location 2,-117.0862,32.5453,190,2022-01-21,0.00,49.9,69.2
Location 2,-117.0862,32.5453,190,2022-01-22,0.00,49.9,62.8
Location 2,-117.0862,32.5453,190,2022-01-23,0.00,48.4,67.4
Location 2,-117.0862,32.5453,190,2022-01-24,0.00,48.6,67.6
Location 2,-117.0862,32.5453,190,2022-01-25,0.00,48.1,68.0
Location 2,-117.0862,32.5453,190,2022-01-26,0.00,46.7,61.1
Location 2,-117.0862,32.5453,190,2022-01-27,0.00,45.2,63.0
Location 2,-117.0862,32.5453,190,2022-01-28,0.00,47.8,70.2
Location 2,-117.0862,32.5453,190,2022-01-29,0.00,50.4,71.3
Location 2,-117.0862,32.5453,190,2022-01-30,0.00,49.2,68.3
Location 2,-117.0862,32.5453,190,2022-01-31,0.00,48.1,65.1
Location 2,-117.0862,32.5453,190,2022-02-01,0.00,48.1,61.7
Location 2,-117.0862,32.5453,190,2022-02-02,0.00,50.5,60.9
Location 2,-117.0862,32.5453,190,2022-02-03,0.00,46.1,63.0
Location 2,-117.0862,32.5453,190,2022-02-04,0.00,45.0,61.2
Location 2,-117.0862,32.5453,190,2022-02-05,0.00,46.4,66.5
Location 2,-117.0862,32.5453,190,2022-02-06,0.00,47.8,66.2
Location 2,-117.0862,32.5453,190,2022-02-07,0.00,46.0,73.0
Location 2,-117.0862,32.5453,190,2022-02-08,0.00,53.2,73.8
Location 2,-117.0862,32.5453,190,2022-02-09,0.00,53.8,76.1
Location 2,-117.0862,32.5453,190,2022-02-10,0.00,55.1,80.1
Location 2,-117.0862,32.5453,190,2022-02-11,0.00,58.5,79.5
Location 2,-117.0862,32.5453,190,2022-02-12,0.00,57.6,79.7
Location 2,-117.0862,32.5453,190,2022-02-13,0.00,57.7,88.2
Location 2,-117.0862,32.5453,190,2022-02-14,0.00,57.5,84.5
Location 2,-117.0862,32.5453,190,2022-02-15,0.00,53.3,72.8
Location 2,-117.0862,32.5453,190,2022-02-16,0.16,47.6,57.6
Location 2,-117.0862,32.5453,190,2022-02-17,0.00,45.4,60.2
Location 2,-117.0862,32.5453,190,2022-02-18,0.00,47.1,69.2
Location 2,-117.0862,32.5453,190,2022-02-19,0.00,48.4,68.8
Location 2,-117.0862,32.5453,190,2022-02-20,0.00,48.3,65.5
Location 2,-117.0862,32.5453,190,2022-02-21,0.00,48.4,59.5
Location 2,-117.0862,32.5453,190,2022-02-22,0.00,52.6,59.3
Location 2,-117.0862,32.5453,190,2022-02-23,0.61,47.4,57.6
Location 2,-117.0862,32.5453,190,2022-02-24,0.00,43.8,54.1
Location 2,-117.0862,32.5453,190,2022-02-25,0.00,42.2,57.9
Location 2,-117.0862,32.5453,190,2022-02-26,0.00,42.6,57.8
Location 2,-117.0862,32.5453,190,2022-02-27,0.00,44.9,66.8
Location 2,-117.0862,32.5453,190,2022-02-28,0.00,50.1,69.2
Location 2,-117.0862,32.5453,190,2022-03-01,0.00,52.6,74.2
Location 2,-117.0862,32.5453,190,2022-03-02,0.00,52.3,73.0
Location 2,-117.0862,32.5453,190,2022-03-03,0.00,48.1,75.4
Location 2,-117.0862,32.5453,190,2022-03-04,0.41,48.0,62.1
Location 2,-117.0862,32.5453,190,2022-03-05,0.20,52.2,60.7
Location 2,-117.0862,32.5453,190,2022-03-06,0.01,48.6,58.2
Location 2,-117.0862,32.5453,190,2022-03-07,0.00,46.3,58.7
Location 2,-117.0862,32.5453,190,2022-03-08,0.00,45.5,61.7
Location 2,-117.0862,32.5453,190,2022-03-09,0.00,46.1,64.5
Location 2,-117.0862,32.5453,190,2022-03-10,0.00,48.0,62.0
Location 2,-117.0862,32.5453,190,2022-03-11,0.00,49.6,61.8
Location 2,-117.0862,32.5453,190,2022-03-12,0.00,46.8,66.9
Location 2,-117.0862,32.5453,190,2022-03-13,0.00,48.4,69.9
Location 2,-117.0862,32.5453,190,2022-03-14,0.00,49.4,61.8
Location 2,-117.0862,32.5453,190,2022-03-15,0.00,49.6,64.7
Location 2,-117.0862,32.5453,190,2022-03-16,0.00,49.9,64.7
Location 2,-117.0862,32.5453,190,2022-03-17,0.00,52.5,64.2
Location 2,-117.0862,32.5453,190,2022-03-18,0.00,51.2,72.7
Location 2,-117.0862,32.5453,190,2022-03-19,0.00,50.4,69.3
Location 2,-117.0862,32.5453,190,2022-03-20,0.22,53.1,64.1
Location 2,-117.0862,32.5453,190,2022-03-21,0.03,50.8,61.9
Location 2,-117.0862,32.5453,190,2022-03-22,0.00,50.9,64.1
Location 2,-117.0862,32.5453,190,2022-03-23,0.00,55.0,73.9
Location 2,-117.0862,32.5453,190,2022-03-24,0.00,59.3,85.3
Location 2,-117.0862,32.5453,190,2022-03-25,0.00,54.6,74.8
Location 2,-117.0862,32.5453,190,2022-03-26,0.00,54.8,67.5
Location 2,-117.0862,32.5453,190,2022-03-27,0.00,54.8,63.3
Location 2,-117.0862,32.5453,190,2022-03-28,0.00,55.4,62.3
Location 2,-117.0862,32.5453,190,2022-03-29,1.20,53.0,67.8
Location 2,-117.0862,32.5453,190,2022-03-30,0.00,52.3,61.4
Location 2,-117.0862,32.5453,190,2022-03-31,0.00,54.9,62.2
Location 2,-117.0862,32.5453,190,2022-04-01,0.00,54.7,62.0
Location 2,-117.0862,32.5453,190,2022-04-02,0.00,55.6,63.8
Location 2,-117.0862,32.5453,190,2022-04-03,0.03,57.5,60.6
Location 2,-117.0862,32.5453,190,2022-04-04,0.00,57.0,60.6
Location 2,-117.0862,32.5453,190,2022-04-05,0.00,53.4,63.5
Location 2,-117.0862,32.5453,190,2022-04-06,0.00,51.6,65.4
Location 2,-117.0862,32.5453,190,2022-04-07,0.00,53.3,71.5
Location 2,-117.0862,32.5453,190,2022-04-08,0.00,61.2,84.7
Location 2,-117.0862,32.5453,190,2022-04-09,0.00,61.5,91.2
Location 2,-117.0862,32.5453,190,2022-04-10,0.00,56.5,69.5
Location 2,-117.0862,32.5453,190,2022-04-11,0.00,57.8,65.1
Location 2,-117.0862,32.5453,190,2022-04-12,0.01,53.6,63.3
Location 2,-117.0862,32.5453,190,2022-04-13,0.00,50.8,62.1
Location 2,-117.0862,32.5453,190,2022-04-14,0.00,48.4,62.9
Location 2,-117.0862,32.5453,190,2022-04-15,0.00,48.7,62.3
Location 2,-117.0862,32.5453,190,2022-04-16,0.00,51.7,63.4
Location 2,-117.0862,32.5453,190,2022-04-17,0.01,56.0,62.9
Location 2,-117.0862,32.5453,190,2022-04-18,0.00,54.5,63.5
Location 2,-117.0862,32.5453,190,2022-04-19,0.00,52.3,65.9
Location 2,-117.0862,32.5453,190,2022-04-20,0.00,54.6,65.8
Location 2,-117.0862,32.5453,190,2022-04-21,0.00,52.4,64.1
Location 2,-117.0862,32.5453,190,2022-04-22,0.11,51.7,63.6
Location 2,-117.0862,32.5453,190,2022-04-23,0.00,51.1,62.1
Location 2,-117.0862,32.5453,190,2022-04-24,0.00,49.9,64.3
Location 2,-117.0862,32.5453,190,2022-04-25,0.00,55.7,75.6
Location 2,-117.0862,32.5453,190,2022-04-26,0.00,55.0,84.4
Location 2,-117.0862,32.5453,190,2022-04-27,0.00,53.3,69.9
Location 2,-117.0862,32.5453,190,2022-04-28,0.00,55.6,63.1
Location 2,-117.0862,32.5453,190,2022-04-29,0.00,54.9,61.7
Location 2,-117.0862,32.5453,190,2022-04-30,0.00,52.7,62.8
Location 2,-117.0862,32.5453,190,2022-05-01,0.00,53.1,64.6
Location 2,-117.0862,32.5453,190,2022-05-02,0.00,56.4,64.5
Location 2,-117.0862,32.5453,190,2022-05-03,0.00,56.3,62.9
Location 2,-117.0862,32.5453,190,2022-05-04,0.00,51.9,61.2
